ApplicationRole	PermissionType	CodeName	ConceptTypeName	AssignedPermission	AssignmentOperator
MedLifeBFKOMass	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
MedLifeBFKOAffluent	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
MedLifePSBMass	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
MedLifePSBAffluent	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
MedLifeBFKOVIP	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
OperationsGroup	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Operations	Add
GeneralBackOffice	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
SalesDemoGroup	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
SalesDemoGroup	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
SalesDemoGroup	Allow Actor	MedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
SalesDemoGroup	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
MedLifeAKCEPTMass	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
MedLifeAKCEPTMass	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
MedLifeAKCEPTMass	Allow Actor	MedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
MedLifeAKCEPTMass	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
MedLifeAKBARSMass	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
MedLifeAKBARSMass	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
MedLifeAKBARSMass	Allow Actor	MedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
MedLifeAKBARSMass	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
ExcludeERCP2	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AllowInitiatorChange	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AllowExportCredit	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
MedLifeZENITMass	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
MedLifeZENITMass	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
MedLifeZENITMass	Allow Actor	MedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
MedLifeZENITMass	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
ClaimsGroup	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	Claims	Add
MedLifeOASMass	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
MedLifeOASMass	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
MedLifeOASMass	Allow Actor	MedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
MedLifeOASMass	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
Administrator	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Operations	Add
Administrator	Allow Actor	MedLifeInsuranceFinChange	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	MedLifeInsuranceFinChange	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Methodology	Add
MethodologyGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Methodology	Add
MethodologyDirector	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Methodology	Add
Administrator	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Actuary	Add
ActuaryGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Actuary	Add
ActuaryGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
ActuaryGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Legal	Add
LegalGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Legal	Add
Administrator	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Security	Add
SecurityGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Security	Add
SecurityGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
SecurityGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Underwriting	Add
UnderwritingGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Underwriting	Add
Administrator	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	PartnerSalesSupport	Add
PartnerSalesSupportGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	PartnerSalesSupport	Add
PartnerSalesSupportGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
PartnerSalesSupportGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	ClientServiceCenter	Add
ClientServiceCenterGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	ClientServiceCenter	Add
ClientServiceCenterGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
ClientServiceCenterGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	CallCenter	Add
CallCenterGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	CallCenter	Add
CallCenterGroup	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
CallCenterGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
ComplianceGroup	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
PodftGroup	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
Administrator	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	System	Add
System	Execute Service	CreateMedLifeInsuranceQuote	IntegrationServiceConfiguration	*	Add
Administrator	Execute Service	CreateMedLifeInsuranceQuote	IntegrationServiceConfiguration	*	Add
GeneralBackOffice	Execute Service	CreateMedLifeInsuranceQuote	IntegrationServiceConfiguration	*	Add
General	Execute Service	CreateMedLifeInsuranceQuote	IntegrationServiceConfiguration	*	Add
GeneralSales	Execute Service	CreateMedLifeInsuranceQuote	IntegrationServiceConfiguration	*	Add
General	Allow Actor	MedLifeInsuranceTechnicalAmendment	DocumentConfiguration	System	Add
General	Allow Actor	MedLifeInsuranceTechnicalAmendment	DocumentConfiguration	Viewer	Add
OperationsGroup	Allow Actor	MedLifeInsuranceTechnicalAmendment	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
UKSPGroup	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
GeneralBackOffice	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
GeneralBackOffice	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
System	Allow Actor	MedLifeInsuranceNonFinChange	DocumentConfiguration	System	Add
System	Allow Actor	MedLifeInsuranceFinChange	DocumentConfiguration	System	Add
SpecificSales	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
SpecificSales	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
MedLifeSMPMass	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
MedLifeSMPMass	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
MedLifeSMPMass	Allow Actor	MedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
MedLifeSMPMass	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
System	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	System	Add
Administrator	Allow Actor	MedLifeInsuranceCancellation	DocumentConfiguration	ContractAdministrator	Add
ContractModification	Allow Actor	MedLifeInsuranceCancellation	DocumentConfiguration	ContractAdministrator	Add
MedLifePSBAffluentNT	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
MedLifePSBAffluentNT	Allow Actor	MedLifeInsurancePolicy	DocumentConfiguration	Agent	Add
MedLifePSBAffluentNT	Allow Actor	MedLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
System	Allow Actor	MedLifeInsuranceCancellation	DocumentConfiguration	System	Add
MedLifePSBAffluentNT	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
System	Allow Actor	MedLifeInsuranceReactivation	DocumentConfiguration	System	Add
Administrator	Allow Actor	MedLifeInsurancePortfolioMovement	DocumentConfiguration	Operations	Add
Administrator	Allow Actor	MedLifeInsurancePortfolioMovement	DocumentConfiguration	Viewer	Add
AccountingGroup	Allow Actor	MedLifeInsurancePortfolioMovement	DocumentConfiguration	Viewer	Add
System	Allow Actor	MedLifeInsurancePortfolioMovement	DocumentConfiguration	System	Add
MedLifeGenCheckup	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Agent	Add
MedLifeGenCheckup	Allow Actor	MedLifeInsuranceQuote	DocumentConfiguration	Operations	Add
