ApplicationRole	PermissionType	CodeName	ConceptTypeName	AssignedPermission	AssignmentOperator
OperationsGroup	Allow Actor	AccidentLifeInsuranceReactivation	DocumentConfiguration	Operations	Add
GeneralBackOffice	Allow Actor	AccidentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
System	Allow Actor	AccidentLifeInsuranceReactivation	DocumentConfiguration	System	Add
SalesDemoGroup	Allow Actor	AccidentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
SalesDemoGroup	Allow Actor	AccidentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
SalesDemoGroup	Allow Actor	AccidentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
System	Allow Actor	AccidentLifeInsuranceCancellation	DocumentConfiguration	System	Add
SalesDemoGroup	Allow Actor	AccidentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
AllowInitiatorChange	Allow Actor	AccidentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AllowExportCredit	Allow Actor	AccidentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
ClaimsGroup	Allow Actor	AccidentLifeInsurancePolicy	DocumentConfiguration	Claims	Add
Administrator	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Operations	Add
Administrator	Allow Actor	AccidentLifeInsuranceFinChange	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	AccidentLifeInsuranceFinChange	DocumentConfiguration	Operations	Add
System	Allow Actor	AccidentLifeInsuranceFinChange	DocumentConfiguration	System	Add
OperationsGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Methodology	Add
MethodologyGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Methodology	Add
MethodologyDirector	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Methodology	Add
Administrator	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Actuary	Add
ActuaryGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Actuary	Add
ActuaryGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
ActuaryGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Legal	Add
LegalGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Legal	Add
Administrator	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Security	Add
SecurityGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Security	Add
SecurityGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
SecurityGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Underwriting	Add
UnderwritingGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Underwriting	Add
Administrator	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	PartnerSalesSupport	Add
PartnerSalesSupportGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	PartnerSalesSupport	Add
PartnerSalesSupportGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
PartnerSalesSupportGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	ClientServiceCenter	Add
ClientServiceCenterGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	ClientServiceCenter	Add
ClientServiceCenterGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
ClientServiceCenterGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
Administrator	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	CallCenter	Add
CallCenterGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	CallCenter	Add
CallCenterGroup	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
System	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	System	Add
CallCenterGroup	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
ComplianceGroup	Allow Actor	AccidentLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
PodftGroup	Allow Actor	AccidentLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
Administrator	Allow Actor	AccidentLifeInsurancePolicy	DocumentConfiguration	System	Add
System	Execute Service	CreateAccidentLifeInsuranceQuote	IntegrationServiceConfiguration	*	Add
Administrator	Execute Service	CreateAccidentLifeInsuranceQuote	IntegrationServiceConfiguration	*	Add
GeneralBackOffice	Execute Service	CreateAccidentLifeInsuranceQuote	IntegrationServiceConfiguration	*	Add
General	Execute Service	CreateAccidentLifeInsuranceQuote	IntegrationServiceConfiguration	*	Add
GeneralSales	Execute Service	CreateAccidentLifeInsuranceQuote	IntegrationServiceConfiguration	*	Add
General	Allow Actor	AccidentLifeInsuranceTechnicalAmendment	DocumentConfiguration	System	Add
General	Allow Actor	AccidentLifeInsuranceTechnicalAmendment	DocumentConfiguration	Viewer	Add
OperationsGroup	Allow Actor	AccidentLifeInsuranceTechnicalAmendment	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	AccidentLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
UKSPGroup	Allow Actor	AccidentLifeInsuranceQuote	DocumentConfiguration	Underwriter	Add
GeneralBackOffice	Allow Actor	PolicyChangeAmendmentCommentsView	ViewConfiguration	General	Add
GeneralBackOffice	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
SpecificSales	Allow Actor	AccidentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
SpecificSales	Allow Actor	AccidentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
System	Allow Actor	AccidentLifeInsurancePolicy	DocumentConfiguration	System	Add
Administrator	Allow Actor	AccidentLifeInsuranceCancellation	DocumentConfiguration	ContractAdministrator	Add
ContractModification	Allow Actor	AccidentLifeInsuranceCancellation	DocumentConfiguration	ContractAdministrator	Add
AccidentLifeDummyRGSL	Allow Actor	AccidentLifeInsuranceQuote	DocumentConfiguration	Agent	Add
AccidentLifeDummyRGSL	Allow Actor	AccidentLifeInsurancePolicy	DocumentConfiguration	Agent	Add
AccidentLifeDummyRGSL	Allow Actor	AccidentLifeInsuranceCancellation	DocumentConfiguration	Viewer	Add
AccidentLifeDummyRGSL	Allow Actor	AccidentLifeInsuranceReactivation	DocumentConfiguration	Viewer	Add
AccidentLifeDummyRGSL	Allow Actor	AccidentLifeInsuranceNonFinChange	DocumentConfiguration	Viewer	Add
AccidentLifeDummyRGSL	Allow Actor	AccidentLifeInsuranceTechnicalAmendment	DocumentConfiguration	Viewer	Add
AccidentLifeDummyRGSL	Allow Actor	AccidentLifeInsurancePortfolioMovement	DocumentConfiguration	Viewer	Add
Administrator	Allow Actor	AccidentLifeInsurancePortfolioMovement	DocumentConfiguration	Operations	Add
Administrator	Allow Actor	AccidentLifeInsurancePortfolioMovement	DocumentConfiguration	Viewer	Add
AccountingGroup	Allow Actor	AccidentLifeInsurancePortfolioMovement	DocumentConfiguration	Viewer	Add
System	Allow Actor	AccidentLifeInsurancePortfolioMovement	DocumentConfiguration	System	Add
