ApplicationRole	PermissionType	CodeName	ConceptTypeName	AssignedPermission	AssignmentOperator
DeputyDirector	Allow Actor	Endowment	DocumentConfiguration	DeputyDirector	Add
DeputyDirector	Allow Actor	Endowment	DocumentConfiguration	ViewEndowment	Add
EndowmentAdministrator	Allow Actor	Endowment	DocumentConfiguration	EndowmentAdministrator	Add
EndowmentAdministrator	Allow Actor	Endowment	DocumentConfiguration	ViewEndowment	Add
EndowmentViewer	Allow Actor	Endowment	DocumentConfiguration	ViewEndowment	Add
LegalGroup	Allow Actor	Endowment	DocumentConfiguration	Legal	Add
MethodologyGroup	Allow Actor	Endowment	DocumentConfiguration	Methodology	Add
MethodologyGroup	Allow Actor	Endowment	DocumentConfiguration	ViewEndowment	Add
OperationsDirectorGroup	Allow Actor	Endowment	DocumentConfiguration	OperationsDirector	Add
OperationsDirectorGroup	Allow Actor	Endowment	DocumentConfiguration	ViewEndowment	Add
OperationsGroup	Allow Actor	Endowment	DocumentConfiguration	Operations	Add
PartnerSalesSupportGroup	Allow Actor	Endowment	DocumentConfiguration	PartnerSalesSupport	Add
PartnerSalesSupportGroup	Allow Actor	Endowment	DocumentConfiguration	ViewEndowment	Add
PodftGroup	Allow Actor	Endowment	DocumentConfiguration	Compliance	Add
SecurityGroup	Allow Actor	Endowment	DocumentConfiguration	Security	Add
SecurityGroup	Allow Actor	Endowment	DocumentConfiguration	ViewEndowment	Add
AccountingGroup	Allow Actor	EndowmentInquiry	DocumentConfiguration	InquiryManager	Add
Administrator	Allow Actor	EndowmentInquiry	DocumentConfiguration	InquiryManager	Add
OperationsGroup	Allow Actor	EndowmentInquiry	DocumentConfiguration	InquiryManager	Add
ClaimAdministrator	Allow Actor	InsuredEvent	DocumentConfiguration	ViewClaim	Add
ClaimDirector	Allow Actor	InsuredEvent	DocumentConfiguration	ViewClaim	Add
ClaimsGroup	Allow Actor	InsuredEvent	DocumentConfiguration	ClaimManager	Add
ClaimsGroup	Allow Actor	InsuredEvent	DocumentConfiguration	ViewClaim	Add
MethodologyDirector	Allow Actor	InsuredEvent	DocumentConfiguration	ViewClaim	Add
OperationsGroup	Allow Actor	InsuredEvent	DocumentConfiguration	Operations	Add
OperationsGroup	Allow Actor	InsuredEvent	DocumentConfiguration	ViewClaim	Add
SecurityGroup	Allow Actor	InsuredEvent	DocumentConfiguration	ViewClaim	Add
ViewClaim	Allow Actor	InsuredEvent	DocumentConfiguration	ViewClaim	Add
ServiceExecutor	Execute Service	ApproveInquiryEndowmentETLService	EtlServiceConfiguration	*	Add
ServiceExecutor	Execute Service	ClaimSentToPaymentNotificationEtlService	EtlServiceConfiguration	*	Add
ServiceExecutor	Execute Service	CollectiveClaimImportEtlService	EtlServiceConfiguration	*	Add
ServiceExecutor	Execute Service	ProcessDelayedEndowments	EtlServiceConfiguration	*	Add
ServiceExecutor	Execute Service	RegisterForRussianPostEndowmentEtlService	EtlServiceConfiguration	*	Add
ServiceExecutor	Execute Service	CalculateClaimAmounts	IntegrationServiceConfiguration	*	Add
ServiceExecutor	Execute Service	CalculateEndowmentAmounts	IntegrationServiceConfiguration	*	Add
ClaimDirector	Execute Service	ChangeEndowmentStatus	IntegrationServiceConfiguration	*	Add
MethodologyDirector	Execute Service	ChangeEndowmentStatus	IntegrationServiceConfiguration	*	Add
ServiceExecutor	Execute Service	ClaimBeforeStateChangedHandler	IntegrationServiceConfiguration	*	Add
ServiceExecutor	Execute Service	EndowmentBeforeStateChangedHandler	IntegrationServiceConfiguration	*	Add
ClaimDirector	Execute Service	SendClaimsToPayment	IntegrationServiceConfiguration	*	Add
MethodologyDirector	Execute Service	SendClaimsToPayment	IntegrationServiceConfiguration	*	Add
OperationsGroup	Execute Service	ValidateKpkForEndowment	IntegrationServiceConfiguration	*	Add
ClaimDirector	Allow Actor	ClaimAdministrationView	ViewConfiguration	ClaimDirector	Add
MethodologyDirector	Allow Actor	ClaimAdministrationView	ViewConfiguration	MethodologyDirector	Add
ClaimAdministrator	Allow Actor	ClaimCommentsView	ViewConfiguration	General	Add
ClaimDirector	Allow Actor	ClaimCommentsView	ViewConfiguration	General	Add
ClaimsGroup	Allow Actor	ClaimCommentsView	ViewConfiguration	General	Add
MethodologyDirector	Allow Actor	ClaimCommentsView	ViewConfiguration	General	Add
SecurityGroup	Allow Actor	ClaimCommentsView	ViewConfiguration	General	Add
ViewClaim	Allow Actor	ClaimCommentsView	ViewConfiguration	General	Add
ClaimAdministrator	Allow Actor	ClaimContractSearch	ViewConfiguration	General	Add
ClaimDirector	Allow Actor	ClaimContractSearch	ViewConfiguration	General	Add
ClaimsGroup	Allow Actor	ClaimContractSearch	ViewConfiguration	General	Add
GeneralBackOffice	Allow Actor	ClaimContractSearch	ViewConfiguration	General	Add
SecurityGroup	Allow Actor	ClaimContractSearch	ViewConfiguration	General	Add
ClaimDirector	Allow Actor	ClaimsReadyForPaymentSearchView	ViewConfiguration	ClaimDirector	Add
MethodologyDirector	Allow Actor	ClaimsReadyForPaymentSearchView	ViewConfiguration	MethodologyDirector	Add
ClaimAdministrator	Allow Actor	ClaimStateHistoryView	ViewConfiguration	General	Add
ClaimDirector	Allow Actor	ClaimStateHistoryView	ViewConfiguration	General	Add
ClaimsGroup	Allow Actor	ClaimStateHistoryView	ViewConfiguration	General	Add
MethodologyDirector	Allow Actor	ClaimStateHistoryView	ViewConfiguration	General	Add
SecurityGroup	Allow Actor	ClaimStateHistoryView	ViewConfiguration	General	Add
ViewClaim	Allow Actor	ClaimStateHistoryView	ViewConfiguration	General	Add
ClaimsGroup	Allow Actor	CollectiveClaimImportFail	ViewConfiguration	ClaimManager	Add
ClaimsGroup	Allow Actor	CollectiveClaimImportLoadFromExcel	ViewConfiguration	ClaimManager	Add
ClaimsGroup	Allow Actor	CollectiveClaimImportSuccess	ViewConfiguration	ClaimManager	Add
ClaimDirector	Allow Actor	CollectiveClaimRecipientsListView	ViewConfiguration	General	Add
ClaimsGroup	Allow Actor	CollectiveClaimRecipientsListView	ViewConfiguration	General	Add
SecurityGroup	Allow Actor	CollectiveClaimRecipientsListView	ViewConfiguration	General	Add
ViewClaim	Allow Actor	CollectiveClaimRecipientsListView	ViewConfiguration	General	Add
ClaimDirector	Allow Actor	EndowmentAdministrationView	ViewConfiguration	ClaimDirector	Add
MethodologyDirector	Allow Actor	EndowmentAdministrationView	ViewConfiguration	MethodologyDirector	Add
ClaimDirector	Allow Actor	EndowmentChangeStatusSearchView	ViewConfiguration	ClaimDirector	Add
MethodologyDirector	Allow Actor	EndowmentChangeStatusSearchView	ViewConfiguration	MethodologyDirector	Add
ClaimAdministrator	Allow Actor	EndowmentStateHistoryView	ViewConfiguration	General	Add
ClaimDirector	Allow Actor	EndowmentStateHistoryView	ViewConfiguration	General	Add
ClaimsGroup	Allow Actor	EndowmentStateHistoryView	ViewConfiguration	General	Add
EndowmentAdministrator	Allow Actor	EndowmentStateHistoryView	ViewConfiguration	General	Add
EndowmentViewer	Allow Actor	EndowmentStateHistoryView	ViewConfiguration	General	Add
MethodologyDirector	Allow Actor	EndowmentStateHistoryView	ViewConfiguration	General	Add
SecurityGroup	Allow Actor	EndowmentStateHistoryView	ViewConfiguration	General	Add
ClaimAdministrator	Allow Actor	GeneralClaimSearchView	ViewConfiguration	General	Add
ClaimDirector	Allow Actor	GeneralClaimSearchView	ViewConfiguration	General	Add
ClaimsGroup	Allow Actor	GeneralClaimSearchView	ViewConfiguration	General	Add
MethodologyDirector	Allow Actor	GeneralClaimSearchView	ViewConfiguration	General	Add
OperationsGroup	Allow Actor	GeneralClaimSearchView	ViewConfiguration	General	Add
SecurityGroup	Allow Actor	GeneralClaimSearchView	ViewConfiguration	General	Add
ViewClaim	Allow Actor	GeneralClaimSearchView	ViewConfiguration	General	Add
AccountingGroup	Allow Actor	GeneralEndowmentSearchView	ViewConfiguration	General	Add
ActuaryGroup	Allow Actor	GeneralEndowmentSearchView	ViewConfiguration	General	Add
CallCenterGroup	Allow Actor	GeneralEndowmentSearchView	ViewConfiguration	General	Add
ClientServiceCenterGroup	Allow Actor	GeneralEndowmentSearchView	ViewConfiguration	General	Add
DeputyDirector	Allow Actor	GeneralEndowmentSearchView	ViewConfiguration	General	Add
EndowmentAdministrator	Allow Actor	GeneralEndowmentSearchView	ViewConfiguration	General	Add
EndowmentViewer	Allow Actor	GeneralEndowmentSearchView	ViewConfiguration	General	Add
MethodologyGroup	Allow Actor	GeneralEndowmentSearchView	ViewConfiguration	General	Add
OperationsDirectorGroup	Allow Actor	GeneralEndowmentSearchView	ViewConfiguration	General	Add
OperationsGroup	Allow Actor	GeneralEndowmentSearchView	ViewConfiguration	General	Add
PartnerSalesSupportGroup	Allow Actor	GeneralEndowmentSearchView	ViewConfiguration	General	Add
SecurityGroup	Allow Actor	GeneralEndowmentSearchView	ViewConfiguration	General	Add
ClaimAdministrator	Allow Actor	GeneralInsuredEventSearchView	ViewConfiguration	General	Add
ClaimDirector	Allow Actor	GeneralInsuredEventSearchView	ViewConfiguration	General	Add
ClaimsGroup	Allow Actor	GeneralInsuredEventSearchView	ViewConfiguration	General	Add
OperationsGroup	Allow Actor	GeneralInsuredEventSearchView	ViewConfiguration	General	Add
SecurityGroup	Allow Actor	GeneralInsuredEventSearchView	ViewConfiguration	General	Add
ViewClaim	Allow Actor	GeneralInsuredEventSearchView	ViewConfiguration	General	Add
ClaimAdministrator	Allow Actor	InjuriesSearchView	ViewConfiguration	General	Add
ClaimDirector	Allow Actor	InjuriesSearchView	ViewConfiguration	General	Add
ClaimsGroup	Allow Actor	InjuriesSearchView	ViewConfiguration	General	Add
GeneralBackOffice	Allow Actor	InjuriesSearchView	ViewConfiguration	General	Add
SecurityGroup	Allow Actor	InjuriesSearchView	ViewConfiguration	General	Add
ClaimAdministrator	Allow Actor	RelatedClaimsView	ViewConfiguration	General	Add
ClaimDirector	Allow Actor	RelatedClaimsView	ViewConfiguration	General	Add
ClaimsGroup	Allow Actor	RelatedClaimsView	ViewConfiguration	General	Add
MethodologyDirector	Allow Actor	RelatedClaimsView	ViewConfiguration	General	Add
SecurityGroup	Allow Actor	RelatedClaimsView	ViewConfiguration	General	Add
ViewClaim	Allow Actor	RelatedClaimsView	ViewConfiguration	General	Add
